qid,10,20,40,90,180,inversions
2063_0,1,0,0,0,0,4
2067_0,0,0,0,0,0,0
2070_0,1,1,1,1,1,0
2087_0,0,0,0,0,0,0
2091_0,1,1,1,1,1,0
2114_0,0,1,1,1,1,0
2127_0,0,0,0,1,1,0
2134_0,1,1,1,1,1,0
2135_0,0,0,0,0,0,0
2144_0,1,1,1,1,1,0
2160_0,0,0,0,1,1,0
2175_0,0,0,0,0,1,0
2192_0,0,1,1,1,1,0
219_0,1,0,1,1,1,1
21_0,1,1,1,1,1,0
2200_0,0,0,0,0,0,0
2218_0,1,1,1,1,1,0
222_0,0,0,0,0,0,0
2230_0,1,1,1,1,1,0
2235_0,1,1,1,1,1,0
223_0,1,1,1,1,1,0
2244_0,0,0,0,0,0,0
2252_0,1,0,1,1,1,1
2258_0,0,1,0,1,1,1
2266_0,0,0,0,0,0,0
2276_0,0,0,0,0,0,0
2277_0,1,1,1,1,1,0
2280_0,1,1,1,1,1,0
2282_0,0,0,0,0,0,0
2285_0,0,1,1,1,1,0
2310_0,0,1,0,0,0,3
2320_0,1,1,1,1,1,0
2351_0,0,0,0,0,0,0
2356_0,1,1,1,1,1,0
2360_0,0,0,0,0,1,0
2370_0,0,0,0,0,0,0
2395_0,0,1,1,1,1,0
2396_0,1,1,1,1,1,0
240_0,0,0,0,0,0,0
2411_0,0,0,0,0,0,0
2413_0,0,0,0,0,0,0
2428_0,0,0,0,1,0,1
2429_0,0,0,0,0,0,0
2449_0,0,0,0,0,0,0
2468_0,1,1,1,1,1,0
249_0,1,1,1,1,1,0
2507_0,1,1,1,1,1,0
251_0,0,0,0,0,0,0
2521_0,0,0,0,0,0,0
2530_0,0,0,0,0,0,0
2531_0,1,1,1,1,1,0
2547_0,1,1,1,1,1,0
2555_0,0,0,0,0,0,0
2556_0,1,1,1,1,1,0
2574_0,0,0,0,0,0,0
2587_0,1,1,1,1,1,0
2600_0,0,0,0,0,0,0
2604_0,0,0,0,0,0,0
2612_0,1,1,1,1,1,0
2614_0,1,1,1,1,1,0
2623_0,0,0,0,0,0,0
2641_0,1,1,1,1,1,0
2646_0,1,1,1,1,1,0
2648_0,1,0,1,1,1,1
2649_0,0,1,1,1,0,3
2658_0,0,0,0,0,0,0
2660_0,1,1,1,1,1,0
266_0,1,1,1,1,1,0
2676_0,1,1,0,1,1,2
2701_0,0,0,0,0,0,0
2740_0,0,1,0,1,0,3
2741_0,1,0,1,1,1,1
2749_0,1,1,1,1,1,0
2777_0,0,0,1,1,1,0
2778_0,0,0,1,0,0,2
2780_0,1,1,1,1,1,0
2782_0,1,1,1,1,1,0
2784_0,0,0,0,0,0,0
2800_0,1,1,0,1,0,5
2807_0,1,1,1,1,1,0
2811_0,1,1,1,1,1,0
2830_0,0,0,0,1,1,0
2842_0,1,1,1,1,1,0
2855_0,1,1,1,1,1,0
2862_0,0,0,0,0,0,0
287_0,1,1,1,1,1,0
2900_0,1,0,1,1,1,1
2904_0,0,0,0,0,0,0
2906_0,0,0,0,0,0,0
2912_0,1,1,1,1,1,0
2915_0,1,1,1,1,1,0
2916_0,1,1,1,1,1,0
291_0,1,1,1,1,1,0
2927_0,1,1,1,1,1,0
2930_0,1,1,1,1,1,0
2934_0,0,0,0,0,0,0
2937_0,0,0,0,0,0,0
293_0,0,0,0,0,0,0
2948_0,0,0,0,0,0,0
2970_0,0,0,0,0,0,0
2979_0,1,1,1,1,1,0
2987_0,0,0,1,1,1,0
2991_0,1,1,1,0,0,6
2994_0,1,1,1,1,1,0
2999_0,1,1,1,1,1,0
3004_0,0,0,0,0,0,0
300_0,1,1,1,1,1,0
3015_0,1,1,1,1,1,0
301_0,0,0,0,0,0,0
3030_0,0,0,0,0,0,0
3033_0,0,0,1,1,1,0
3045_0,1,1,1,1,1,0
3077_0,1,1,1,1,1,0
3078_0,1,1,0,1,1,2
3081_0,1,1,0,0,0,6
3088_0,0,0,0,0,0,0
3099_0,1,0,0,0,1,3
3113_0,1,1,1,1,1,0
3133_0,1,1,1,1,1,0
3136_0,0,1,1,1,1,0
3145_0,1,1,1,1,1,0
3148_0,1,1,1,0,1,3
3177_0,1,1,1,1,1,0
3179_0,1,1,1,1,1,0
318_0,0,0,0,0,0,0
3190_0,0,0,0,0,0,0
3191_0,0,0,0,0,0,0
3198_0,0,1,1,1,1,0
3215_0,1,0,1,0,1,3
3216_0,0,0,0,0,0,0
3221_0,1,1,1,1,1,0
3222_0,1,1,1,1,1,0
3224_0,1,1,1,1,1,0
3237_0,0,0,0,0,0,0
3247_0,0,0,0,0,0,0
3260_0,1,1,1,1,1,0
3279_0,1,1,1,1,1,0
3282_0,0,1,1,1,1,0
3286_0,1,1,1,1,1,0
3292_0,0,0,0,0,0,0
3304_0,0,0,0,1,1,0
3305_0,1,1,1,1,1,0
3314_0,1,1,1,1,1,0
3321_0,1,1,1,1,1,0
3341_0,1,1,1,1,1,0
3346_0,0,0,0,0,0,0
3361_0,1,1,1,1,1,0
3372_0,0,0,0,0,0,0
3373_0,1,1,1,1,1,0
3398_0,1,0,1,1,1,1
3412_0,0,0,0,0,0,0
3424_0,0,0,0,0,0,0
3430_0,1,1,1,1,1,0
3462_0,1,1,1,1,1,0
3477_0,0,0,0,0,0,0
3487_0,1,1,1,1,1,0
3509_0,1,1,1,1,1,0
3512_0,0,1,1,1,1,0
3523_0,1,1,1,1,1,0
3524_0,1,1,1,1,1,0
3531_0,1,1,1,1,1,0
3532_0,1,1,1,1,1,0
3537_0,1,1,1,1,1,0
3538_0,0,1,1,1,1,0
3548_0,0,0,0,0,0,0
3549_0,0,0,0,0,0,0
3550_0,1,1,1,1,1,0
3553_0,0,0,0,0,0,0
3555_0,1,1,1,1,1,0
3556_0,1,1,1,1,1,0
3564_0,1,1,1,1,1,0
3565_0,0,0,0,0,0,0
3569_0,1,1,1,1,1,0
3575_0,0,1,0,0,0,3
3582_0,1,0,1,1,1,1
3592_0,0,0,0,0,0,0
3606_0,1,1,1,1,1,0
3620_0,1,1,1,1,1,0
3630_0,0,0,0,0,0,0
3642_0,0,0,0,0,1,0
3652_0,0,0,1,1,1,0
366_0,0,0,0,0,0,0
3672_0,1,1,1,1,1,0
3675_0,1,1,1,1,1,0
3692_0,1,1,1,1,1,0
3693_0,1,1,1,1,1,0
369_0,0,0,0,0,0,0
3700_0,1,1,1,1,1,0
3703_0,1,1,1,1,1,0
3705_0,0,0,0,0,0,0
3707_0,0,1,0,1,1,1
3712_0,1,0,1,1,1,1
374_0,1,1,1,1,1,0
3755_0,1,1,1,1,1,0
3757_0,1,1,1,1,1,0
3770_0,1,1,1,1,1,0
3806_0,1,1,1,1,1,0
3817_0,0,1,0,1,1,1
3830_0,0,0,0,0,0,0
3842_0,1,1,1,0,0,6
3848_0,0,0,0,0,0,0
3849_0,1,1,1,1,1,0
3865_0,0,1,0,1,1,1
3873_0,1,1,0,1,1,2
3881_0,0,0,0,0,1,0
3887_0,0,0,0,0,0,0
3892_0,1,0,1,1,1,1
38_0,0,0,0,0,0,0
3900_0,1,1,0,0,0,6
3921_0,0,1,1,1,1,0
3958_0,1,1,1,1,1,0
3976_0,0,0,0,0,0,0
3984_0,1,1,1,1,1,0
3994_0,1,1,1,1,1,0
3995_0,0,0,0,0,0,0
3996_0,1,1,1,1,1,0
3999_0,0,0,0,0,0,0
399_0,1,1,1,1,1,0
4003_0,0,0,0,0,1,0
4017_0,1,1,1,1,1,0
4032_0,1,1,1,1,1,0
4053_0,0,0,0,0,0,0
4072_0,1,1,1,1,1,0
4073_0,1,1,1,1,1,0
4075_0,0,0,0,0,0,0
4085_0,1,1,1,0,0,6
409_0,1,0,1,1,1,1
4104_0,1,1,1,1,1,0
4118_0,1,1,1,1,1,0
4130_0,0,1,1,1,1,0
4136_0,0,0,1,1,1,0
4141_0,0,0,0,1,1,0
4152_0,1,1,1,1,1,0
4163_0,1,1,1,1,1,0
4173_0,0,0,0,0,0,0
4182_0,0,0,0,0,0,0
4189_0,0,0,1,1,1,0
4199_0,0,0,0,0,0,0
4206_0,1,1,1,1,1,0
4236_0,0,1,0,1,0,3
4264_0,1,1,1,1,1,0
4271_0,0,1,1,1,1,0
4276_0,0,1,0,0,0,3
42_0,1,0,0,0,1,3
4302_0,0,1,0,0,1,2
433_0,0,0,0,0,0,0
4349_0,1,1,1,1,1,0
4359_0,1,1,1,1,1,0
4372_0,0,0,0,1,1,0
4384_0,0,0,0,0,0,0
4385_0,1,1,1,1,1,0
4390_0,1,1,1,1,1,0
4399_0,1,1,1,1,1,0
4401_0,0,0,0,1,1,0
4409_0,0,1,1,1,1,0
4413_0,1,1,1,1,1,0
442_0,1,1,1,1,1,0
4430_0,1,1,1,1,1,0
4437_0,1,1,1,1,1,0
4445_0,1,1,1,1,1,0
4457_0,0,1,1,1,1,0
4476_0,0,0,0,0,0,0
4480_0,0,0,0,0,0,0
4484_0,1,1,1,1,1,0
448_0,1,1,1,1,1,0
4507_0,0,1,1,1,1,0
4509_0,0,0,0,0,0,0
4519_0,0,0,0,0,1,0
4523_0,1,1,1,1,1,0
4531_0,1,1,1,1,1,0
4549_0,1,1,1,1,1,0
4561_0,0,0,1,1,0,2
4567_0,0,1,1,1,0,3
4569_0,0,0,0,1,0,1
4579_0,0,0,0,0,0,0
4586_0,1,1,1,1,1,0
4627_0,0,0,0,0,0,0
4642_0,1,1,1,1,1,0
4653_0,0,0,0,0,0,0
4656_0,0,0,0,0,0,0
4664_0,1,1,1,1,1,0
4667_0,0,0,0,0,0,0
4669_0,1,0,0,0,0,4
4672_0,0,0,0,0,0,0
4681_0,1,1,1,1,1,0
4708_0,0,0,0,0,0,0
4717_0,1,1,1,1,1,0
4720_0,1,1,1,1,1,0
4721_0,1,1,1,1,1,0
4727_0,1,1,1,1,1,0
4753_0,0,0,0,0,0,0
4767_0,0,0,0,0,0,0
4768_0,1,1,1,1,1,0
4791_0,0,1,0,0,0,3
4795_0,1,1,1,1,1,0
4813_0,0,0,0,0,0,0
4828_0,1,1,0,1,1,2
4837_0,0,0,0,1,0,1
4845_0,1,1,1,1,1,0
4855_0,1,1,1,1,1,0
4858_0,0,0,0,0,0,0
486_0,1,1,1,1,1,0
4870_0,0,0,0,1,0,1
4891_0,0,1,1,1,1,0
4898_0,0,0,0,0,0,0
4899_0,1,1,1,1,1,0
4901_0,0,0,1,1,1,0
4902_0,1,1,1,1,1,0
491_0,1,0,0,0,0,4
4921_0,1,1,1,1,1,0
4922_0,1,1,1,1,1,0
492_0,1,1,1,1,1,0
4965_0,1,1,1,1,1,0
4966_0,1,1,1,1,1,0
4987_0,1,1,1,1,1,0
4990_0,1,1,1,1,1,0
4994_0,1,0,1,1,1,1
4996_0,0,0,1,1,1,0
5006_0,1,1,1,1,1,0
5008_0,1,1,1,1,1,0
5024_0,1,1,1,1,1,0
517_0,0,0,0,0,0,0
533_0,0,0,0,0,0,0
535_0,1,1,1,1,1,0
538_0,1,1,1,1,1,0
53_0,0,0,0,0,0,0
565_0,1,1,1,1,1,0
575_0,1,1,1,1,1,0
582_0,0,1,0,0,0,3
586_0,0,0,1,1,1,0
594_0,1,1,1,1,1,0
596_0,1,1,1,1,1,0
598_0,1,1,1,1,1,0
613_0,0,0,0,0,0,0
621_0,0,0,0,0,0,0
630_0,1,1,1,1,1,0
636_0,0,0,0,0,0,0
648_0,0,0,0,0,1,0
663_0,1,1,1,1,1,0
669_0,1,1,1,1,1,0
673_0,0,0,0,0,0,0
676_0,0,0,0,0,0,0
680_0,1,1,1,1,1,0
682_0,0,0,0,0,0,0
686_0,1,1,1,1,1,0
6_0,1,1,1,1,1,0
703_0,1,1,1,1,1,0
71_0,1,1,1,1,1,0
721_0,0,0,0,0,0,0
722_0,1,1,1,1,1,0
729_0,0,0,0,0,0,0
749_0,1,1,1,1,1,0
751_0,1,1,1,1,1,0
75_0,0,0,0,0,0,0
769_0,1,1,1,1,1,0
776_0,1,1,1,1,1,0
792_0,0,0,0,0,0,0
818_0,1,1,1,1,1,0
826_0,1,1,1,1,1,0
829_0,1,1,1,1,1,0
841_0,0,0,0,0,0,0
84_0,1,1,1,1,1,0
857_0,1,1,1,1,1,0
867_0,0,0,0,0,0,0
879_0,1,1,1,1,1,0
890_0,1,1,1,1,1,0
893_0,0,0,1,0,0,2
898_0,1,1,1,1,1,0
905_0,0,0,0,0,0,0
908_0,1,1,1,1,1,0
910_0,1,1,1,1,1,0
933_0,0,1,1,0,0,4
939_0,1,1,1,1,1,0
949_0,1,1,1,1,1,0
950_0,0,0,0,0,0,0
953_0,0,0,0,0,0,0
959_0,0,0,0,0,0,0
966_0,0,0,0,0,0,0
96_0,1,0,0,1,1,2
973_0,1,1,1,1,1,0
974_0,1,1,1,1,1,0
992_0,0,1,1,1,1,0
994_0,0,1,1,1,1,0
